Susceptible, Exposed, Infectious, Recovered, Scenario, timestep
104, 46, 3, 0,base, 0.8
124, 26, 3, 0,base, 0.8
108, 42, 3, 0,base, 0.8
107, 43, 3, 0,base, 0.8
117, 33, 3, 0,base, 0.8
114, 36, 3, 0,base, 0.8
115, 35, 3, 0,base, 0.8
110, 40, 3, 0,base, 0.8
105, 45, 3, 0,base, 0.8
109, 41, 3, 0,base, 0.8
117, 33, 3, 0,base, 0.8
118, 32, 3, 0,base, 0.8
110, 40, 3, 0,base, 0.8
102, 48, 3, 0,base, 0.8
106, 44, 3, 0,base, 0.8
114, 36, 3, 0,base, 0.8
117, 33, 3, 0,base, 0.8
117, 33, 3, 0,base, 0.8
109, 41, 3, 0,base, 0.8
107, 43, 3, 0,base, 0.8
101, 49, 3, 0,base, 0.8
102, 48, 3, 0,base, 0.8
113, 37, 3, 0,base, 0.8
114, 36, 3, 0,base, 0.8
117, 33, 3, 0,base, 0.8
112, 38, 3, 0,base, 0.8
103, 47, 3, 0,base, 0.8
109, 41, 3, 0,base, 0.8
106, 44, 3, 0,base, 0.8
111, 39, 3, 0,base, 0.8
110, 40, 3, 0,base, 0.8
109, 41, 3, 0,base, 0.8
114, 36, 3, 0,base, 0.8
123, 27, 3, 0,base, 0.8
89, 61, 3, 0,base, 0.8
117, 33, 3, 0,base, 0.8
116, 34, 3, 0,base, 0.8
111, 39, 3, 0,base, 0.8
113, 37, 3, 0,base, 0.8
104, 46, 3, 0,base, 0.8
106, 44, 3, 0,base, 0.8
108, 42, 3, 0,base, 0.8
106, 44, 3, 0,base, 0.8
111, 39, 3, 0,base, 0.8
109, 41, 3, 0,base, 0.8
123, 27, 3, 0,base, 0.8
110, 40, 3, 0,base, 0.8
119, 31, 3, 0,base, 0.8
121, 29, 3, 0,base, 0.8
114, 36, 3, 0,base, 0.8
100, 50, 3, 0,base, 0.8
111, 39, 3, 0,base, 0.8
115, 35, 3, 0,base, 0.8
109, 41, 3, 0,base, 0.8
104, 46, 3, 0,base, 0.8
111, 39, 3, 0,base, 0.8
109, 41, 3, 0,base, 0.8
112, 38, 3, 0,base, 0.8
115, 35, 3, 0,base, 0.8
120, 30, 3, 0,base, 0.8
116, 34, 3, 0,base, 0.8
104, 46, 3, 0,base, 0.8
