Susceptible, Exposed, Infectious, Recovered, Scenario, timestep
21, 3, 3, 0,cloth, 0.6
15, 9, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
17, 7, 3, 0,cloth, 0.6
17, 7, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
21, 3, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
15, 9, 3, 0,cloth, 0.6
21, 3, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
21, 3, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
17, 7, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
22, 2, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
21, 3, 3, 0,cloth, 0.6
17, 7, 3, 0,cloth, 0.6
21, 3, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
22, 2, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
17, 7, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
21, 3, 3, 0,cloth, 0.6
17, 7, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
15, 9, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
21, 3, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
21, 3, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
14, 10, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
23, 1, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
17, 7, 3, 0,cloth, 0.6
16, 8, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
21, 3, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
22, 2, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
14, 10, 3, 0,cloth, 0.6
17, 7, 3, 0,cloth, 0.6
14, 10, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
22, 2, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
17, 7, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
21, 3, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
21, 3, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
21, 3, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
17, 7, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
17, 7, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
16, 8, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
22, 2, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
16, 8, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
22, 2, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
16, 8, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
16, 8, 3, 0,cloth, 0.6
22, 2, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
21, 3, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
21, 3, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
16, 8, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
15, 9, 3, 0,cloth, 0.6
16, 8, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
14, 10, 3, 0,cloth, 0.6
22, 2, 3, 0,cloth, 0.6
21, 3, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
14, 10, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
21, 3, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
16, 8, 3, 0,cloth, 0.6
18, 6, 3, 0,cloth, 0.6
19, 5, 3, 0,cloth, 0.6
20, 4, 3, 0,cloth, 0.6
17, 7, 3, 0,cloth, 0.6
17, 7, 3, 0,cloth, 0.6
22, 2, 3, 0,cloth, 0.6
17, 7, 3, 0,cloth, 0.6
